component_id,score_date,country_code,currency_code,theme,canonical_name,raw_signal,direction,weight,directional_signal,weighted_signal,notes,processed_at
19881,2022-01-28,UK,GBP,Growth,retail_sales_mom,-2.241960,1,1.0000,-2.241960,-2.241960,Retail sales — consumer demand signal,2026-05-03T20:30:00.072964+00:00
19882,2022-01-28,JP,JPY,Inflation,core_cpi_yoy,2.347871,1,3.0000,2.347871,7.043613,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
19883,2022-01-28,JP,JPY,Inflation,cpi_ex_food_energy_yoy,-1.434274,1,3.0000,-1.434274,-4.302822,Core-core CPI ex food & energy — BoJ's key watch,2026-05-03T20:30:00.072964+00:00
19884,2022-01-28,JP,JPY,Inflation,cpi_headline_yoy,1.882434,1,1.0000,1.882434,1.882434,Headline CPI,2026-05-03T20:30:00.072964+00:00
19885,2022-01-28,JP,JPY,Labor,unemployment_rate,0.000000,-1,2.0000,0.000000,0.000000,Japan unemployment,2026-05-03T20:30:00.072964+00:00
19886,2022-01-28,JP,JPY,Growth,gdp_qoq,-0.544498,1,2.0000,-0.544498,-1.088996,GDP QoQ — output gap matters for BoJ normalisation path,2026-05-03T20:30:00.072964+00:00
19887,2022-01-28,JP,JPY,Growth,composite_pmi,-3.450922,1,2.0000,-3.450922,-6.901844,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
19888,2022-01-28,JP,JPY,Growth,industrial_production_mom,1.334451,1,1.0000,1.334451,1.334451,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
19889,2022-01-28,AU,AUD,Inflation,rba_trimmed_mean_cpi_yoy,2.788913,1,3.0000,2.788913,8.366739,RBA Trimmed Mean — primary underlying inflation measure,2026-05-03T20:30:00.072964+00:00
19890,2022-01-28,AU,AUD,Inflation,cpi_headline_yoy,1.138509,1,1.0000,1.138509,1.138509,Headline CPI QoQ,2026-05-03T20:30:00.072964+00:00
19891,2022-01-28,AU,AUD,Labor,unemployment_rate,-1.767767,-1,3.0000,1.767767,5.303301,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
19892,2022-01-28,AU,AUD,Labor,employment_change,0.272712,1,2.0000,0.272712,0.545424,Employment change — monthly jobs print,2026-05-03T20:30:00.072964+00:00
19893,2022-01-28,AU,AUD,Growth,retail_sales_mom,1.841918,1,2.0000,1.841918,3.683836,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
19894,2022-01-28,NZ,NZD,Inflation,cpi_headline_yoy,2.169967,1,3.0000,2.169967,6.509901,NZ CPI YoY — primary RBNZ target,2026-05-03T20:30:00.072964+00:00
19895,2022-01-28,NZ,NZD,Inflation,cpi_headline_qoq,0.439941,1,2.0000,0.439941,0.879882,CPI QoQ — RBNZ uses quarterly data primarily,2026-05-03T20:30:00.072964+00:00
19896,2022-01-28,NZ,NZD,Labor,unemployment_rate,-2.063517,-1,3.0000,2.063517,6.190551,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
19897,2022-01-28,NZ,NZD,Labor,employment_change_qoq,2.363516,1,2.0000,2.363516,4.727032,Employment change QoQ,2026-05-03T20:30:00.072964+00:00
19898,2022-01-28,NZ,NZD,Labor,labour_cost_index_yoy,2.151411,1,2.0000,2.151411,4.302822,Labour Cost Index — wage inflation proxy,2026-05-03T20:30:00.072964+00:00
19899,2022-01-28,NZ,NZD,Growth,business_confidence,-2.884138,1,2.0000,-2.884138,-5.768276,Business confidence — forward-looking activity signal,2026-05-03T20:30:00.072964+00:00
19900,2022-01-28,NZ,NZD,Growth,balance_of_trade,0.265222,1,1.0000,0.265222,0.265222,Trade balance — NZ is commodity export dependent,2026-05-03T20:30:00.072964+00:00
19901,2022-01-28,CA,CAD,Inflation,cpi_headline_yoy,1.125137,1,1.0000,1.125137,1.125137,Headline CPI,2026-05-03T20:30:00.072964+00:00
19902,2022-01-28,CA,CAD,Labor,unemployment_rate,-1.693762,-1,3.0000,1.693762,5.081286,Canada unemployment,2026-05-03T20:30:00.072964+00:00
19903,2022-01-28,CA,CAD,Labor,employment_change,-0.969404,1,2.0000,-0.969404,-1.938808,Employment change,2026-05-03T20:30:00.072964+00:00
19904,2022-01-28,CA,CAD,Growth,gdp_mom,1.610095,1,3.0000,1.610095,4.830285,Monthly GDP — Canada has monthly GDP unlike most G10,2026-05-03T20:30:00.072964+00:00
19905,2022-01-28,CA,CAD,Growth,ivey_pmi_sa,-3.176033,1,2.0000,-3.176033,-6.352066,Ivey PMI — BoC-watched activity gauge,2026-05-03T20:30:00.072964+00:00
19906,2022-01-28,CA,CAD,Growth,retail_sales_mom,-0.316537,1,1.0000,-0.316537,-0.316537,Retail sales,2026-05-03T20:30:00.072964+00:00
19907,2022-01-28,CH,CHF,Inflation,cpi_headline_yoy,1.469416,1,3.0000,1.469416,4.408248,Swiss CPI — primary SNB target (0-2% range),2026-05-03T20:30:00.072964+00:00
19908,2022-01-28,CH,CHF,Inflation,producer_import_prices_yoy,0.518502,1,2.0000,0.518502,1.037004,Producer & Import Prices — upstream inflation pipeline,2026-05-03T20:30:00.072964+00:00
19909,2022-01-28,CH,CHF,Labor,unemployment_rate,-0.153393,-1,2.0000,0.153393,0.306786,Swiss unemployment,2026-05-03T20:30:00.072964+00:00
19910,2022-01-28,CH,CHF,Growth,gdp_qoq,0.285406,1,2.0000,0.285406,0.570812,Swiss GDP,2026-05-03T20:30:00.072964+00:00
19911,2022-01-28,CH,CHF,Growth,retail_sales_yoy,2.904831,1,1.0000,2.904831,2.904831,Retail sales,2026-05-03T20:30:00.072964+00:00
19912,2022-01-30,US,USD,Inflation,core_pce_price_index_yoy,3.125928,1,3.0000,3.125928,9.377784,Fed's primary inflation gauge — targets 2%,2026-05-03T20:30:00.072964+00:00
19913,2022-01-30,US,USD,Inflation,pce_price_index_yoy,2.744477,1,2.0000,2.744477,5.488954,Headline PCE — broader basket,2026-05-03T20:30:00.072964+00:00
19914,2022-01-30,US,USD,Inflation,core_cpi_yoy,1.295803,1,1.0000,1.295803,1.295803,Core CPI — widely cited proxy before PCE release,2026-05-03T20:30:00.072964+00:00
19915,2022-01-30,US,USD,Labor,unemployment_rate,-1.785484,-1,3.0000,1.785484,5.356452,Primary labor market gauge — dual mandate,2026-05-03T20:30:00.072964+00:00
19916,2022-01-30,US,USD,Labor,nfp,-0.992526,1,3.0000,-0.992526,-2.977578,Non-Farm Payrolls — headline jobs print,2026-05-03T20:30:00.072964+00:00
19917,2022-01-30,US,USD,Labor,avg_hourly_earnings_yoy,0.807607,1,2.0000,0.807607,1.615214,Wage inflation — key for persistent inflation channel,2026-05-03T20:30:00.072964+00:00
19918,2022-01-30,US,USD,Growth,ism_manufacturing_pmi,-0.355098,1,2.0000,-0.355098,-0.710196,ISM Manufacturing — leading activity indicator,2026-05-03T20:30:00.072964+00:00
19919,2022-01-30,US,USD,Growth,retail_sales_mom,-0.259091,1,2.0000,-0.259091,-0.518182,Consumer spending — 70% of US GDP,2026-05-03T20:30:00.072964+00:00
19920,2022-01-30,EU,EUR,Inflation,core_cpi_yoy,0.725319,1,3.0000,0.725319,2.175957,Core HICP — ECB's focus once supply shocks pass,2026-05-03T20:30:00.072964+00:00
19921,2022-01-30,EU,EUR,Inflation,cpi_headline_yoy,0.872872,1,2.0000,0.872872,1.745744,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
19922,2022-01-30,EU,EUR,Inflation,consumer_inflation_expectation,0.616221,1,1.0000,0.616221,0.616221,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
19923,2022-01-30,EU,EUR,Labor,unemployment_rate,-1.897367,-1,3.0000,1.897367,5.692101,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
19924,2022-01-30,EU,EUR,Growth,gdp_qoq,0.730297,1,2.0000,0.730297,1.460594,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
19925,2022-01-30,EU,EUR,Growth,manufacturing_pmi,2.837770,1,1.0000,2.837770,2.837770,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
19926,2022-01-30,UK,GBP,Inflation,cpi_headline_yoy,1.596319,1,3.0000,1.596319,4.788957,UK CPI — primary 2% target,2026-05-03T20:30:00.072964+00:00
19927,2022-01-30,UK,GBP,Inflation,core_cpi_yoy,1.435494,1,2.0000,1.435494,2.870988,Core CPI — strips volatile food & energy,2026-05-03T20:30:00.072964+00:00
19928,2022-01-30,UK,GBP,Labor,avg_earnings_excl_bonus,-1.615854,1,3.0000,-1.615854,-4.847562,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
19929,2022-01-30,UK,GBP,Labor,unemployment_rate,-1.736074,-1,2.0000,1.736074,3.472148,UK unemployment,2026-05-03T20:30:00.072964+00:00
19930,2022-01-30,UK,GBP,Growth,gdp_mom,1.216438,1,2.0000,1.216438,2.432876,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
19931,2022-01-30,UK,GBP,Growth,retail_sales_mom,-2.241960,1,1.0000,-2.241960,-2.241960,Retail sales — consumer demand signal,2026-05-03T20:30:00.072964+00:00
19932,2022-01-30,JP,JPY,Inflation,core_cpi_yoy,2.347871,1,3.0000,2.347871,7.043613,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
19933,2022-01-30,JP,JPY,Inflation,cpi_ex_food_energy_yoy,-1.434274,1,3.0000,-1.434274,-4.302822,Core-core CPI ex food & energy — BoJ's key watch,2026-05-03T20:30:00.072964+00:00
19934,2022-01-30,JP,JPY,Inflation,cpi_headline_yoy,1.882434,1,1.0000,1.882434,1.882434,Headline CPI,2026-05-03T20:30:00.072964+00:00
19935,2022-01-30,JP,JPY,Labor,unemployment_rate,0.000000,-1,2.0000,0.000000,0.000000,Japan unemployment,2026-05-03T20:30:00.072964+00:00
19936,2022-01-30,JP,JPY,Growth,gdp_qoq,-0.544498,1,2.0000,-0.544498,-1.088996,GDP QoQ — output gap matters for BoJ normalisation path,2026-05-03T20:30:00.072964+00:00
19937,2022-01-30,JP,JPY,Growth,composite_pmi,-3.450922,1,2.0000,-3.450922,-6.901844,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
19938,2022-01-30,JP,JPY,Growth,industrial_production_mom,-0.645563,1,1.0000,-0.645563,-0.645563,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
19939,2022-01-30,AU,AUD,Inflation,rba_trimmed_mean_cpi_yoy,2.788913,1,3.0000,2.788913,8.366739,RBA Trimmed Mean — primary underlying inflation measure,2026-05-03T20:30:00.072964+00:00
19940,2022-01-30,AU,AUD,Inflation,cpi_headline_yoy,1.138509,1,1.0000,1.138509,1.138509,Headline CPI QoQ,2026-05-03T20:30:00.072964+00:00
19941,2022-01-30,AU,AUD,Labor,unemployment_rate,-1.767767,-1,3.0000,1.767767,5.303301,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
19942,2022-01-30,AU,AUD,Labor,employment_change,0.272712,1,2.0000,0.272712,0.545424,Employment change — monthly jobs print,2026-05-03T20:30:00.072964+00:00
19943,2022-01-30,AU,AUD,Growth,retail_sales_mom,1.841918,1,2.0000,1.841918,3.683836,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
19944,2022-01-30,NZ,NZD,Inflation,cpi_headline_yoy,2.169967,1,3.0000,2.169967,6.509901,NZ CPI YoY — primary RBNZ target,2026-05-03T20:30:00.072964+00:00
19945,2022-01-30,NZ,NZD,Inflation,cpi_headline_qoq,0.439941,1,2.0000,0.439941,0.879882,CPI QoQ — RBNZ uses quarterly data primarily,2026-05-03T20:30:00.072964+00:00
19946,2022-01-30,NZ,NZD,Labor,unemployment_rate,-2.063517,-1,3.0000,2.063517,6.190551,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
19947,2022-01-30,NZ,NZD,Labor,employment_change_qoq,2.363516,1,2.0000,2.363516,4.727032,Employment change QoQ,2026-05-03T20:30:00.072964+00:00
19948,2022-01-30,NZ,NZD,Labor,labour_cost_index_yoy,2.151411,1,2.0000,2.151411,4.302822,Labour Cost Index — wage inflation proxy,2026-05-03T20:30:00.072964+00:00
19949,2022-01-30,NZ,NZD,Growth,business_confidence,-2.884138,1,2.0000,-2.884138,-5.768276,Business confidence — forward-looking activity signal,2026-05-03T20:30:00.072964+00:00
19950,2022-01-30,NZ,NZD,Growth,balance_of_trade,0.265222,1,1.0000,0.265222,0.265222,Trade balance — NZ is commodity export dependent,2026-05-03T20:30:00.072964+00:00
19951,2022-01-30,CA,CAD,Inflation,cpi_headline_yoy,1.125137,1,1.0000,1.125137,1.125137,Headline CPI,2026-05-03T20:30:00.072964+00:00
19952,2022-01-30,CA,CAD,Labor,unemployment_rate,-1.693762,-1,3.0000,1.693762,5.081286,Canada unemployment,2026-05-03T20:30:00.072964+00:00
19953,2022-01-30,CA,CAD,Labor,employment_change,-0.969404,1,2.0000,-0.969404,-1.938808,Employment change,2026-05-03T20:30:00.072964+00:00
19954,2022-01-30,CA,CAD,Growth,gdp_mom,1.610095,1,3.0000,1.610095,4.830285,Monthly GDP — Canada has monthly GDP unlike most G10,2026-05-03T20:30:00.072964+00:00
19955,2022-01-30,CA,CAD,Growth,ivey_pmi_sa,-3.176033,1,2.0000,-3.176033,-6.352066,Ivey PMI — BoC-watched activity gauge,2026-05-03T20:30:00.072964+00:00
19956,2022-01-30,CA,CAD,Growth,retail_sales_mom,-0.316537,1,1.0000,-0.316537,-0.316537,Retail sales,2026-05-03T20:30:00.072964+00:00
19957,2022-01-30,CH,CHF,Inflation,cpi_headline_yoy,1.469416,1,3.0000,1.469416,4.408248,Swiss CPI — primary SNB target (0-2% range),2026-05-03T20:30:00.072964+00:00
19958,2022-01-30,CH,CHF,Inflation,producer_import_prices_yoy,0.518502,1,2.0000,0.518502,1.037004,Producer & Import Prices — upstream inflation pipeline,2026-05-03T20:30:00.072964+00:00
19959,2022-01-30,CH,CHF,Labor,unemployment_rate,-0.153393,-1,2.0000,0.153393,0.306786,Swiss unemployment,2026-05-03T20:30:00.072964+00:00
19960,2022-01-30,CH,CHF,Growth,gdp_qoq,0.285406,1,2.0000,0.285406,0.570812,Swiss GDP,2026-05-03T20:30:00.072964+00:00
19961,2022-01-30,CH,CHF,Growth,retail_sales_yoy,2.904831,1,1.0000,2.904831,2.904831,Retail sales,2026-05-03T20:30:00.072964+00:00
19962,2022-01-31,US,USD,Inflation,core_pce_price_index_yoy,3.125928,1,3.0000,3.125928,9.377784,Fed's primary inflation gauge — targets 2%,2026-05-03T20:30:00.072964+00:00
19963,2022-01-31,US,USD,Inflation,pce_price_index_yoy,2.744477,1,2.0000,2.744477,5.488954,Headline PCE — broader basket,2026-05-03T20:30:00.072964+00:00
19964,2022-01-31,US,USD,Inflation,core_cpi_yoy,1.295803,1,1.0000,1.295803,1.295803,Core CPI — widely cited proxy before PCE release,2026-05-03T20:30:00.072964+00:00
19965,2022-01-31,US,USD,Labor,unemployment_rate,-1.785484,-1,3.0000,1.785484,5.356452,Primary labor market gauge — dual mandate,2026-05-03T20:30:00.072964+00:00
19966,2022-01-31,US,USD,Labor,nfp,-0.992526,1,3.0000,-0.992526,-2.977578,Non-Farm Payrolls — headline jobs print,2026-05-03T20:30:00.072964+00:00
19967,2022-01-31,US,USD,Labor,avg_hourly_earnings_yoy,0.807607,1,2.0000,0.807607,1.615214,Wage inflation — key for persistent inflation channel,2026-05-03T20:30:00.072964+00:00
19968,2022-01-31,US,USD,Growth,ism_manufacturing_pmi,-0.355098,1,2.0000,-0.355098,-0.710196,ISM Manufacturing — leading activity indicator,2026-05-03T20:30:00.072964+00:00
19969,2022-01-31,US,USD,Growth,retail_sales_mom,-0.259091,1,2.0000,-0.259091,-0.518182,Consumer spending — 70% of US GDP,2026-05-03T20:30:00.072964+00:00
19970,2022-01-31,EU,EUR,Inflation,core_cpi_yoy,0.725319,1,3.0000,0.725319,2.175957,Core HICP — ECB's focus once supply shocks pass,2026-05-03T20:30:00.072964+00:00
19971,2022-01-31,EU,EUR,Inflation,cpi_headline_yoy,0.872872,1,2.0000,0.872872,1.745744,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
19972,2022-01-31,EU,EUR,Inflation,consumer_inflation_expectation,0.616221,1,1.0000,0.616221,0.616221,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
19973,2022-01-31,EU,EUR,Labor,unemployment_rate,-1.897367,-1,3.0000,1.897367,5.692101,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
19974,2022-01-31,EU,EUR,Growth,gdp_qoq,-20.795432,1,2.0000,-20.795432,-41.590864,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
19975,2022-01-31,EU,EUR,Growth,manufacturing_pmi,2.837770,1,1.0000,2.837770,2.837770,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
19976,2022-01-31,UK,GBP,Inflation,cpi_headline_yoy,1.596319,1,3.0000,1.596319,4.788957,UK CPI — primary 2% target,2026-05-03T20:30:00.072964+00:00
19977,2022-01-31,UK,GBP,Inflation,core_cpi_yoy,1.435494,1,2.0000,1.435494,2.870988,Core CPI — strips volatile food & energy,2026-05-03T20:30:00.072964+00:00
19978,2022-01-31,UK,GBP,Labor,avg_earnings_excl_bonus,-1.615854,1,3.0000,-1.615854,-4.847562,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
19979,2022-01-31,UK,GBP,Labor,unemployment_rate,-1.736074,-1,2.0000,1.736074,3.472148,UK unemployment,2026-05-03T20:30:00.072964+00:00
19980,2022-01-31,UK,GBP,Growth,gdp_mom,1.216438,1,2.0000,1.216438,2.432876,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
19981,2022-01-31,UK,GBP,Growth,retail_sales_mom,-2.241960,1,1.0000,-2.241960,-2.241960,Retail sales — consumer demand signal,2026-05-03T20:30:00.072964+00:00
19982,2022-01-31,JP,JPY,Inflation,core_cpi_yoy,2.347871,1,3.0000,2.347871,7.043613,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
19983,2022-01-31,JP,JPY,Inflation,cpi_ex_food_energy_yoy,-1.434274,1,3.0000,-1.434274,-4.302822,Core-core CPI ex food & energy — BoJ's key watch,2026-05-03T20:30:00.072964+00:00
19984,2022-01-31,JP,JPY,Inflation,cpi_headline_yoy,1.882434,1,1.0000,1.882434,1.882434,Headline CPI,2026-05-03T20:30:00.072964+00:00
19985,2022-01-31,JP,JPY,Labor,unemployment_rate,-1.788854,-1,2.0000,1.788854,3.577708,Japan unemployment,2026-05-03T20:30:00.072964+00:00
19986,2022-01-31,JP,JPY,Growth,gdp_qoq,-0.544498,1,2.0000,-0.544498,-1.088996,GDP QoQ — output gap matters for BoJ normalisation path,2026-05-03T20:30:00.072964+00:00
19987,2022-01-31,JP,JPY,Growth,composite_pmi,-3.450922,1,2.0000,-3.450922,-6.901844,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
19988,2022-01-31,JP,JPY,Growth,industrial_production_mom,-0.645563,1,1.0000,-0.645563,-0.645563,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
19989,2022-01-31,AU,AUD,Inflation,rba_trimmed_mean_cpi_yoy,2.788913,1,3.0000,2.788913,8.366739,RBA Trimmed Mean — primary underlying inflation measure,2026-05-03T20:30:00.072964+00:00
19990,2022-01-31,AU,AUD,Inflation,cpi_headline_yoy,1.138509,1,1.0000,1.138509,1.138509,Headline CPI QoQ,2026-05-03T20:30:00.072964+00:00
19991,2022-01-31,AU,AUD,Labor,unemployment_rate,-1.767767,-1,3.0000,1.767767,5.303301,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
19992,2022-01-31,AU,AUD,Labor,employment_change,0.272712,1,2.0000,0.272712,0.545424,Employment change — monthly jobs print,2026-05-03T20:30:00.072964+00:00
19993,2022-01-31,AU,AUD,Growth,retail_sales_mom,1.841918,1,2.0000,1.841918,3.683836,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
19994,2022-01-31,NZ,NZD,Inflation,cpi_headline_yoy,2.169967,1,3.0000,2.169967,6.509901,NZ CPI YoY — primary RBNZ target,2026-05-03T20:30:00.072964+00:00
19995,2022-01-31,NZ,NZD,Inflation,cpi_headline_qoq,0.439941,1,2.0000,0.439941,0.879882,CPI QoQ — RBNZ uses quarterly data primarily,2026-05-03T20:30:00.072964+00:00
19996,2022-01-31,NZ,NZD,Labor,unemployment_rate,-2.063517,-1,3.0000,2.063517,6.190551,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
19997,2022-01-31,NZ,NZD,Labor,employment_change_qoq,2.363516,1,2.0000,2.363516,4.727032,Employment change QoQ,2026-05-03T20:30:00.072964+00:00
19998,2022-01-31,NZ,NZD,Labor,labour_cost_index_yoy,2.151411,1,2.0000,2.151411,4.302822,Labour Cost Index — wage inflation proxy,2026-05-03T20:30:00.072964+00:00
19999,2022-01-31,NZ,NZD,Growth,business_confidence,-2.884138,1,2.0000,-2.884138,-5.768276,Business confidence — forward-looking activity signal,2026-05-03T20:30:00.072964+00:00
20000,2022-01-31,NZ,NZD,Growth,balance_of_trade,1.147550,1,1.0000,1.147550,1.147550,Trade balance — NZ is commodity export dependent,2026-05-03T20:30:00.072964+00:00
20001,2022-01-31,CA,CAD,Inflation,cpi_headline_yoy,1.125137,1,1.0000,1.125137,1.125137,Headline CPI,2026-05-03T20:30:00.072964+00:00
20002,2022-01-31,CA,CAD,Labor,unemployment_rate,-1.693762,-1,3.0000,1.693762,5.081286,Canada unemployment,2026-05-03T20:30:00.072964+00:00
20003,2022-01-31,CA,CAD,Labor,employment_change,-0.969404,1,2.0000,-0.969404,-1.938808,Employment change,2026-05-03T20:30:00.072964+00:00
20004,2022-01-31,CA,CAD,Growth,gdp_mom,1.610095,1,3.0000,1.610095,4.830285,Monthly GDP — Canada has monthly GDP unlike most G10,2026-05-03T20:30:00.072964+00:00
20005,2022-01-31,CA,CAD,Growth,ivey_pmi_sa,-3.176033,1,2.0000,-3.176033,-6.352066,Ivey PMI — BoC-watched activity gauge,2026-05-03T20:30:00.072964+00:00
20006,2022-01-31,CA,CAD,Growth,retail_sales_mom,-0.316537,1,1.0000,-0.316537,-0.316537,Retail sales,2026-05-03T20:30:00.072964+00:00
20007,2022-01-31,CH,CHF,Inflation,cpi_headline_yoy,1.469416,1,3.0000,1.469416,4.408248,Swiss CPI — primary SNB target (0-2% range),2026-05-03T20:30:00.072964+00:00
20008,2022-01-31,CH,CHF,Inflation,producer_import_prices_yoy,0.518502,1,2.0000,0.518502,1.037004,Producer & Import Prices — upstream inflation pipeline,2026-05-03T20:30:00.072964+00:00
20009,2022-01-31,CH,CHF,Labor,unemployment_rate,-0.153393,-1,2.0000,0.153393,0.306786,Swiss unemployment,2026-05-03T20:30:00.072964+00:00
20010,2022-01-31,CH,CHF,Growth,gdp_qoq,0.285406,1,2.0000,0.285406,0.570812,Swiss GDP,2026-05-03T20:30:00.072964+00:00
20011,2022-01-31,CH,CHF,Growth,retail_sales_yoy,2.904831,1,1.0000,2.904831,2.904831,Retail sales,2026-05-03T20:30:00.072964+00:00
